Id;Function;threads;gpus;P;Q;mtxfmt;nb;transA;transB;m;n;k;lda;ldb;ldc;alpha;beta;seedA;seedB;seedC;tsub;time;gflops
2;dgemm;1;0;1;8;0;1024;111;111;8192;8192;8192;8192;8192;8192;4.141058e-01;-3.017109e-01;1540383426;304089172;1303455736;0.000000e+00;8.521139e+00;1.290334e+02
3;dgemm;1;0;1;8;0;1024;111;111;8192;8192;8192;8192;8192;8192;-3.054879e-01;-1.757242e-01;294702567;1726956429;336465782;0.000000e+00;8.553005e+00;1.285527e+02
0;dgemm;1;0;1;8;0;2048;111;111;8192;8192;8192;8192;8192;8192;4.892778e-01;-1.846424e-01;1649760492;596516649;1189641421;0.000000e+00;1.405104e+01;7.825128e+01
1;dgemm;1;0;1;8;0;2048;111;111;8192;8192;8192;8192;8192;8192;-2.410269e-01;4.000452e-01;783368690;1102520059;2044897763;0.000000e+00;1.393724e+01;7.889019e+01
2;dgemm;1;0;1;8;0;2048;111;111;8192;8192;8192;8192;8192;8192;4.141058e-01;-3.017109e-01;1540383426;304089172;1303455736;0.000000e+00;1.391263e+01;7.902976e+01
3;dgemm;1;0;1;8;0;2048;111;111;8192;8192;8192;8192;8192;8192;-3.054879e-01;-1.757242e-01;294702567;1726956429;336465782;0.000000e+00;1.391992e+01;7.898837e+01
0;dgemm;1;0;1;8;0;4096;111;111;8192;8192;8192;8192;8192;8192;4.892778e-01;-1.846424e-01;1649760492;596516649;1189641421;0.000000e+00;2.039920e+01;5.389975e+01
1;dgemm;1;0;1;8;0;4096;111;111;8192;8192;8192;8192;8192;8192;-2.410269e-01;4.000452e-01;783368690;1102520059;2044897763;0.000000e+00;2.037486e+01;5.396413e+01
2;dgemm;1;0;1;8;0;4096;111;111;8192;8192;8192;8192;8192;8192;4.141058e-01;-3.017109e-01;1540383426;304089172;1303455736;0.000000e+00;2.036340e+01;5.399450e+01
3;dgemm;1;0;1;8;0;4096;111;111;8192;8192;8192;8192;8192;8192;-3.054879e-01;-1.757242e-01;294702567;1726956429;336465782;0.000000e+00;2.039053e+01;5.392267e+01
0;dgemm;1;0;1;8;0;8192;111;111;8192;8192;8192;8192;8192;8192;4.892778e-01;-1.846424e-01;1649760492;596516649;1189641421;0.000000e+00;3.303361e+01;3.328464e+01
1;dgemm;1;0;1;8;0;8192;111;111;8192;8192;8192;8192;8192;8192;-2.410269e-01;4.000452e-01;783368690;1102520059;2044897763;0.000000e+00;3.303389e+01;3.328435e+01
2;dgemm;1;0;1;8;0;8192;111;111;8192;8192;8192;8192;8192;8192;4.141058e-01;-3.017109e-01;1540383426;304089172;1303455736;0.000000e+00;3.302672e+01;3.329158e+01
3;dgemm;1;0;1;8;0;8192;111;111;8192;8192;8192;8192;8192;8192;-3.054879e-01;-1.757242e-01;294702567;1726956429;336465782;0.000000e+00;3.302133e+01;3.329702e+01
0;dgemm;1;0;1;16;0;256;111;111;8192;8192;8192;8192;8192;8192;4.892778e-01;-1.846424e-01;1649760492;596516649;1189641421;0.000000e+00;7.754076e+00;1.417979e+02
1;dgemm;1;0;1;16;0;256;111;111;8192;8192;8192;8192;8192;8192;-2.410269e-01;4.000452e-01;783368690;1102520059;2044897763;0.000000e+00;7.413006e+00;1.483220e+02
2;dgemm;1;0;1;16;0;256;111;111;8192;8192;8192;8192;8192;8192;4.141058e-01;-3.017109e-01;1540383426;304089172;1303455736;0.000000e+00;7.380020e+00;1.489849e+02
3;dgemm;1;0;1;16;0;256;111;111;8192;8192;8192;8192;8192;8192;-3.054879e-01;-1.757242e-01;294702567;1726956429;336465782;0.000000e+00;7.859996e+00;1.398870e+02
0;dgemm;1;0;1;16;0;512;111;111;8192;8192;8192;8192;8192;8192;4.892778e-01;-1.846424e-01;1649760492;596516649;1189641421;0.000000e+00;5.920004e+00;1.857282e+02
1;dgemm;1;0;1;16;0;512;111;111;8192;8192;8192;8192;8192;8192;-2.410269e-01;4.000452e-01;783368690;1102520059;2044897763;0.000000e+00;6.122771e+00;1.795775e+02
2;dgemm;1;0;1;16;0;512;111;111;8192;8192;8192;8192;8192;8192;4.141058e-01;-3.017109e-01;1540383426;304089172;1303455736;0.000000e+00;5.920024e+00;1.857276e+02
3;dgemm;1;0;1;16;0;512;111;111;8192;8192;8192;8192;8192;8192;-3.054879e-01;-1.757242e-01;294702567;1726956429;336465782;0.000000e+00;5.916012e+00;1.858535e+02
0;dgemm;1;0;1;16;0;1024;111;111;8192;8192;8192;8192;8192;8192;4.892778e-01;-1.846424e-01;1649760492;596516649;1189641421;0.000000e+00;8.873007e+00;1.239165e+02
1;dgemm;1;0;1;16;0;1024;111;111;8192;8192;8192;8192;8192;8192;-2.410269e-01;4.000452e-01;783368690;1102520059;2044897763;0.000000e+00;9.139516e+00;1.203030e+02
