Id;threads;Q;gpus;nb;m;n;k;time;gflops
2;64;1;0;512;8192;8192;8192;1.410867e+00;7.792688e+02
3;64;1;0;512;8192;8192;8192;1.401136e+00;7.846806e+02
0;64;1;0;1024;8192;8192;8192;1.090250e+00;1.008433e+03
1;64;1;0;1024;8192;8192;8192;9.470105e-01;1.160963e+03
2;64;1;0;1024;8192;8192;8192;8.876999e-01;1.238532e+03
3;64;1;0;1024;8192;8192;8192;8.539583e-01;1.287469e+03
0;64;1;0;2048;8192;8192;8192;2.361804e+00;4.655104e+02
1;64;1;0;2048;8192;8192;8192;2.239659e+00;4.908981e+02
2;64;1;0;2048;8192;8192;8192;2.282757e+00;4.816300e+02
3;64;1;0;2048;8192;8192;8192;2.311424e+00;4.756568e+02
0;64;1;0;4096;8192;8192;8192;8.295033e+00;1.325425e+02
1;64;1;0;4096;8192;8192;8192;8.132528e+00;1.351910e+02
2;64;1;0;4096;8192;8192;8192;8.178483e+00;1.344313e+02
3;64;1;0;4096;8192;8192;8192;8.175684e+00;1.344774e+02
0;64;1;0;8192;8192;8192;8192;3.330992e+01;3.300652e+01
1;64;1;0;8192;8192;8192;8192;3.302935e+01;3.328689e+01
2;64;1;0;8192;8192;8192;8192;3.300383e+01;3.331264e+01
3;64;1;0;8192;8192;8192;8192;3.300847e+01;3.330795e+01



